rank,employee_id,pay_period_index,final_anomaly_score,risk_category,primary_reason,secondary_reason,gross_pay,expected_gross_pay,difference_from_expected,peer_context,rule_reason_codes,dollars_at_risk,anomaly_category,explanation,rule_pay_after_termination,rule_duplicate_signature,rule_nonpositive_active_pay,rule_negative_net_pay,rule_net_exceeds_gross,rule_extreme_overtime,rule_large_manual_adjustment,rule_pay_rate_change
10,SYN-E00409,24,0.2109814934101269,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6269.09,5512.415,756.6750000000002,5246.22,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
11,SYN-E00305,24,0.21013879890687145,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8184.92,7994.195,190.72500000000036,5353.975,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
12,SYN-E00138,24,0.2025476292953608,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6188.05,3695.9300000000003,2492.12,3379.83,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
13,SYN-E00408,24,0.19844582153520132,low,High combined anomaly score,Elevated overtime hours contribute to payroll risk,4492.88,3208.0600000000004,1284.8199999999997,3942.73,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
14,SYN-E00260,24,0.19582173610405812,low,Rule flag: negative_net_pay,Review recommended before treating the record as an approved exception,2624.59,2252.7799999999997,371.8100000000004,3134.835,negative_net_pay,0.0,negative_net_pay,"Synthetic payroll record requires review: Rule flag: negative_net_pay. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,1,0,0,0,0
15,SYN-E00063,24,0.19054176822446456,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,1918.44,1981.435,-62.99499999999989,5488.01,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
16,SYN-E00517,24,0.18779083579813827,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7735.59,5927.355,1808.2350000000006,5896.52,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
17,SYN-E00341,24,0.18587566289272,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7540.82,7394.01,146.8099999999995,4756.29,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
18,SYN-E00097,24,0.18448488707612568,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,5667.99,3005.735,2662.2549999999997,5667.99,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
19,SYN-E00569,24,0.18289874762693198,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,7454.68,4817.46,2637.2200000000003,7454.68,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
20,SYN-E00047,24,0.18240506971322984,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6947.11,5363.675,1583.4349999999995,4711.219999999999,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
21,SYN-E00098,24,0.17874412391282896,low,High combined anomaly score,Review recommended before treating the record as an approved exception,4576.93,4058.9449999999997,517.9850000000006,3150.07,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
22,SYN-E00575,24,0.1776651616136395,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6391.54,4768.6900000000005,1622.8499999999995,3988.115,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
23,SYN-E00475,24,0.17701118110894448,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7171.39,5659.375,1512.0150000000003,5630.66,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
24,SYN-E00261,24,0.1750169274484321,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7104.15,6883.43,220.71999999999935,4181.450000000001,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
25,SYN-E00525,24,0.17235180957073276,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,3773.52,3443.685,329.83500000000004,3759.115,pay_after_termination,0.0,pay_after_termination,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
26,SYN-E00370,24,0.17228770983059383,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6129.99,6296.52,-166.53000000000065,4032.615,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
27,SYN-E00039,24,0.17207404647664595,low,High combined anomaly score,Review recommended before treating the record as an approved exception,7722.27,7507.785,214.48500000000058,5313.415000000001,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
28,SYN-E00428,24,0.17052863673574514,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,4925.07,5044.955,-119.88500000000022,4484.055,pay_after_termination,0.0,pay_after_termination,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
29,SYN-E00499,24,0.16703757522761914,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6975.91,5228.475,1747.4349999999995,5282.3099999999995,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
